TimeStamp,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,Label
00:02:04:228,-0.04,-0.26,0.91,-0.12,-0.1,-0.04,Ban Normal
00:02:04:328,-0.01,-0.3,0.94,-0.02,-0.08,-0.03,Ban Normal
00:02:04:428,0.01,0.03,1.08,-0.11,-0.08,0,Ban Normal
00:02:04:528,0,0,1.02,-0.12,-0.02,0.06,Ban Normal
00:02:04:628,-0.04,0.08,1.15,0.02,-0.01,0.08,Ban Normal
00:02:04:728,-0.01,-0.15,1.1,-0.06,0.06,0.08,Ban Normal
00:02:04:828,-0.01,-0.14,1.26,-0.16,0.08,0.07,Ban Normal
00:02:04:927,-0.04,-0.23,1.16,-0.07,0.14,0.05,Ban Normal
00:02:05:028,-0.02,-0.19,1.23,-0.16,0.09,-0.03,Ban Normal
00:02:05:128,-0.04,-0.11,1.19,-0.2,-0.01,-0.05,Ban Normal
00:02:05:228,-0.02,-0.15,1.07,-0.04,0.02,0,Ban Normal
00:02:05:328,-0.01,-0.23,1.13,-0.12,0.04,-0.05,Ban Normal
00:02:05:428,0.01,-0.07,1.13,-0.09,-0.05,-0.01,Ban Normal
00:02:05:528,-0.01,-0.24,1.16,-0.09,0.03,-0.02,Ban Normal
00:02:05:628,0,0,1.28,-0.27,-0.02,-0.03,Ban Normal
00:02:05:728,-0.03,0.05,1.03,0.01,-0.09,0.06,Ban Normal
00:02:05:828,-0.03,-0.2,1.14,-0.09,0.08,0.07,Ban Normal
00:02:05:928,-0.07,-0.38,0.95,-0.22,0.08,0.05,Ban Normal
00:02:06:028,0.01,-0.32,1.11,-0.18,0.07,0.06,Ban Normal
00:02:06:128,-0.04,-0.16,0.93,-0.15,0.1,0.1,Ban Normal
00:02:06:228,-0.04,-0.25,0.99,-0.04,0.11,0.04,Ban Normal
00:02:06:328,-0.02,-0.27,1.19,-0.18,0.11,-0.07,Ban Normal
00:02:06:428,-0.03,-0.37,0.95,-0.11,0.07,-0.09,Ban Normal
00:02:06:528,-0.02,-0.26,0.85,-0.11,0.02,-0.09,Ban Normal
00:02:06:628,-0.04,-0.27,0.89,-0.05,0,-0.12,Ban Normal
00:02:06:728,-0.04,-0.33,1.02,-0.1,-0.03,-0.14,Ban Normal
00:02:06:828,-0.01,-0.31,1.01,-0.12,-0.07,-0.14,Ban Normal
00:02:06:928,0.01,-0.36,0.97,-0.08,-0.12,-0.13,Ban Normal
00:02:07:028,-0.03,-0.35,1.03,-0.11,-0.1,-0.06,Ban Normal
00:02:07:127,-0.02,-0.3,0.88,-0.07,-0.12,-0.03,Ban Normal
00:02:07:228,-0.04,-0.4,1.08,-0.1,-0.04,0,Ban Normal
00:02:07:328,-0.02,-0.33,1.15,-0.1,-0.11,0.01,Ban Normal
00:02:07:428,-0.02,-0.17,1.11,-0.16,0,0.06,Ban Normal
00:02:07:528,-0.08,-0.23,1.03,-0.19,0.01,0.1,Ban Normal
00:02:07:628,-0.06,-0.24,0.97,-0.15,0.02,0.14,Ban Normal
00:02:07:728,-0.06,-0.06,1.02,-0.05,0.07,0.12,Ban Normal
00:02:07:828,-0.01,-0.02,1.3,-0.03,0.15,0.1,Ban Normal
00:02:07:928,-0.02,-0.12,1.09,-0.02,0.2,0.05,Ban Normal
00:02:08:028,-0.04,-0.18,0.99,-0.21,0.17,-0.03,Ban Normal
00:02:08:128,-0.03,-0.24,0.93,-0.19,0.13,-0.07,Ban Normal
00:02:08:227,-0.06,-0.21,1.04,-0.08,0.06,-0.1,Ban Normal
00:02:08:328,-0.05,-0.3,1.01,-0.13,0.02,-0.1,Ban Normal
00:02:08:428,-0.01,-0.3,0.91,-0.11,0.01,-0.09,Ban Normal
00:02:08:528,0.01,-0.14,0.9,0.02,-0.08,-0.12,Ban Normal
00:02:08:628,-0.09,-0.36,1.07,-0.08,0.03,-0.1,Ban Normal
00:02:08:728,-0.02,-0.11,1.11,0.05,-0.08,-0.09,Ban Normal
00:02:08:828,0.01,-0.2,1.07,-0.11,0.03,-0.04,Ban Normal
00:02:08:928,-0.04,-0.2,1.01,-0.12,0.02,-0.03,Ban Normal
00:02:09:028,-0.06,-0.34,1,-0.14,0.12,-0.03,Ban Normal
00:02:09:128,-0.03,-0.29,0.93,-0.21,-0.02,-0.06,Ban Normal
00:02:09:227,-0.04,-0.28,0.89,-0.24,0.04,-0.06,Ban Normal
00:02:09:328,-0.01,-0.17,0.91,-0.05,-0.07,-0.08,Ban Normal
00:02:09:428,-0.03,-0.39,1.09,-0.22,0.01,-0.1,Ban Normal
00:02:09:528,-0.03,-0.27,0.95,-0.05,-0.06,-0.09,Ban Normal
00:02:09:628,-0.02,-0.31,0.9,-0.08,-0.07,-0.08,Ban Normal
00:02:09:728,-0.01,-0.36,0.97,-0.14,-0.08,-0.06,Ban Normal
00:02:09:828,-0.03,-0.35,0.95,-0.07,-0.1,-0.03,Ban Normal
00:02:09:928,-0.04,-0.44,0.91,-0.05,-0.09,0.03,Ban Normal
00:02:10:028,-0.05,-0.13,0.94,0.04,-0.04,0.06,Ban Normal
00:02:10:127,-0.04,-0.4,0.88,0.01,0.04,0.08,Ban Normal
00:02:10:228,-0.02,-0.26,1.04,-0.16,-0.03,0.05,Ban Normal
00:02:10:327,0,-0.23,0.93,-0.06,0.01,0.04,Ban Normal
00:02:10:428,-0.03,-0.19,1.14,-0.21,0.04,0.05,Ban Normal
00:02:10:528,-0.01,-0.2,0.96,-0.07,-0.02,0.05,Ban Normal
00:02:10:628,-0.03,-0.3,0.89,-0.09,-0.01,0.04,Ban Normal
00:02:10:728,-0.03,-0.08,1.01,0.01,-0.03,0.04,Ban Normal
00:02:10:828,-0.04,-0.14,1.2,-0.02,0.09,0.05,Ban Normal
00:02:10:928,-0.04,-0.01,1.24,0.02,0.08,0.05,Ban Normal
00:02:11:028,0,-0.22,1.02,-0.18,0.06,0.01,Ban Normal
00:02:11:128,-0.03,-0.18,0.93,0.02,0.03,-0.03,Ban Normal
00:02:11:228,-0.02,-0.26,1,-0.12,0.04,-0.03,Ban Normal
00:02:11:328,-0.02,-0.14,0.95,-0.27,-0.02,-0.06,Ban Normal
00:02:11:427,0.01,-0.26,0.96,-0.33,-0.01,-0.07,Ban Normal
00:02:11:528,0,-0.45,1.02,-0.07,-0.03,-0.07,Ban Normal
00:02:11:628,-0.05,-0.37,1.07,-0.12,0,-0.04,Ban Normal
00:02:11:728,-0.01,-0.49,1.02,0.03,0.06,0.01,Ban Normal
00:02:11:828,0,-0.66,1,-0.35,0.05,-0.05,Ban Normal
00:02:11:928,0.01,-0.57,0.84,-0.01,-0.04,0,Ban Normal
00:02:12:028,-0.04,-0.11,0.85,0.11,-0.02,0.02,Ban Normal
00:02:12:128,-0.05,-0.34,1.11,0.07,0.08,0.04,Ban Normal
00:02:12:228,-0.04,-0.26,1.08,-0.19,0.08,0.06,Ban Normal
00:02:12:328,-0.04,-0.39,0.97,-0.29,0.04,0.05,Ban Normal
00:02:12:428,-0.05,-0.29,0.99,-0.07,0.04,0.03,Ban Normal
00:02:12:527,-0.01,-0.45,0.97,-0.18,-0.02,-0.06,Ban Normal
00:02:12:628,-0.03,-0.34,0.89,0.01,-0.02,-0.1,Ban Normal
00:02:12:728,-0.05,-0.37,1,-0.03,-0.02,-0.14,Ban Normal
00:02:12:828,-0.04,-0.25,0.98,-0.04,-0.09,-0.16,Ban Normal
00:02:12:928,-0.01,-0.29,1.04,-0.08,-0.09,-0.09,Ban Normal
00:02:13:028,-0.04,-0.3,0.98,-0.12,-0.04,0.04,Ban Normal
00:02:13:128,-0.02,-0.27,0.95,-0.14,-0.05,0.04,Ban Normal
00:02:13:228,0,-0.23,0.99,-0.14,0,0.02,Ban Normal
00:02:13:328,-0.02,-0.34,0.99,-0.1,0.01,0.07,Ban Normal
00:02:13:428,-0.03,-0.23,0.98,-0.06,0,0.03,Ban Normal
00:02:13:528,-0.02,-0.12,1.07,-0.1,0,0.05,Ban Normal
00:02:13:627,0,-0.33,1,-0.09,0,0.02,Ban Normal
00:02:13:727,-0.04,-0.36,0.89,-0.01,0.04,0.06,Ban Normal
00:02:13:827,-0.05,-0.2,1.2,-0.12,0.1,0.05,Ban Normal
00:02:13:928,-0.04,-0.13,0.95,-0.07,-0.02,-0.02,Ban Normal
00:02:14:028,-0.01,-0.02,1.07,0.05,0.02,-0.03,Ban Normal
00:02:14:128,-0.02,-0.19,0.88,-0.16,-0.05,-0.05,Ban Normal
00:02:14:227,-0.06,-0.11,1.01,0.13,0.01,0.02,Ban Normal
00:02:14:328,-0.04,-0.14,1.13,0.08,-0.01,-0.01,Ban Normal
00:02:14:428,-0.01,-0.17,0.99,-0.06,0.01,-0.03,Ban Normal
00:02:14:528,-0.06,-0.15,1.12,0.06,0.02,-0.02,Ban Normal
00:02:14:628,-0.05,-0.19,1.13,-0.02,0.02,0,Ban Normal
00:02:14:727,-0.02,-0.17,1.08,-0.19,0,0.04,Ban Normal
00:02:14:828,-0.02,-0.34,0.97,-0.2,-0.01,0.02,Ban Normal
00:02:14:927,0,-0.27,1.07,-0.12,-0.04,-0.01,Ban Normal
00:02:15:028,-0.04,-0.19,1.13,-0.08,0.02,0.03,Ban Normal
00:02:15:127,-0.05,-0.18,1.1,-0.12,0.01,0.07,Ban Normal
00:02:15:228,-0.02,-0.29,0.98,-0.08,-0.02,0.06,Ban Normal
00:02:15:328,-0.03,-0.21,1.18,-0.16,0.02,0.06,Ban Normal
00:02:15:427,-0.02,-0.28,0.97,-0.16,0.01,0.07,Ban Normal
00:02:15:527,-0.03,-0.24,1.05,-0.1,0.03,0.06,Ban Normal
00:02:15:627,-0.01,-0.43,1.12,-0.14,0.04,0.07,Ban Normal
00:02:15:727,-0.05,-0.34,0.93,-0.12,0.06,0.03,Ban Normal
00:02:15:827,0.01,0,1.31,-0.32,0.04,-0.03,Ban Normal
00:02:15:928,-0.07,-0.11,0.92,-0.08,0.02,0.02,Ban Normal
00:02:16:028,-0.09,-0.11,0.8,-0.08,-0.05,0.03,Ban Normal
00:02:16:128,-0.07,-0.26,0.78,-0.14,-0.01,0.02,Ban Normal
00:02:16:228,-0.01,-0.06,1.2,-0.23,0.05,0.01,Ban Normal
00:02:16:328,-0.05,-0.14,0.94,0.02,-0.04,0.04,Ban Normal
00:02:16:428,-0.05,-0.22,0.92,-0.19,0.03,0.04,Ban Normal
00:02:16:528,-0.04,-0.24,0.95,-0.09,0.02,0.05,Ban Normal
00:02:16:627,-0.04,0,1.14,-0.16,0.05,0.01,Ban Normal
00:02:16:728,-0.04,0,1,-0.03,0.03,0.01,Ban Normal
00:02:16:828,-0.01,0.03,1.13,-0.14,-0.01,-0.03,Ban Normal
00:02:16:927,-0.02,-0.14,0.96,-0.14,0.09,-0.03,Ban Normal
00:02:17:028,-0.06,-0.06,1.05,-0.12,0.01,-0.04,Ban Normal
00:02:17:128,-0.04,-0.03,1.09,-0.13,0.01,-0.06,Ban Normal
00:02:17:228,-0.04,0.01,1.08,-0.17,0.05,-0.07,Ban Normal
00:02:17:328,-0.03,-0.34,0.79,-0.22,-0.01,-0.07,Ban Normal
00:02:17:428,-0.01,-0.41,1.08,-0.35,0.11,-0.02,Ban Normal
00:02:17:528,-0.04,-0.53,0.86,-0.21,-0.01,-0.04,Ban Normal
00:02:17:628,-0.01,-0.47,1.07,-0.19,0.04,-0.03,Ban Normal
00:02:17:728,-0.06,-0.61,0.84,-0.14,0.1,-0.03,Ban Normal
00:02:17:828,0,-0.61,0.89,-0.1,-0.04,-0.14,Ban Normal
00:02:17:928,0,-0.54,0.84,-0.1,-0.04,-0.15,Ban Normal
00:02:18:028,0.02,-0.58,0.86,-0.09,-0.07,-0.15,Ban Normal
00:02:18:127,-0.02,-0.51,0.98,-0.03,-0.07,-0.1,Ban Normal
00:02:18:227,-0.03,-0.55,1.03,-0.13,-0.03,-0.02,Ban Normal
00:02:18:327,-0.04,-0.44,1.11,-0.05,-0.02,0.01,Ban Normal
00:02:18:428,-0.01,-0.65,0.76,-0.13,-0.02,0.05,Ban Normal
00:02:18:527,-0.06,-0.49,0.88,-0.15,0.07,0.15,Ban Normal
00:02:18:628,-0.08,-0.43,0.89,-0.1,0.12,0.19,Ban Normal
00:02:18:727,-0.04,-0.46,0.97,-0.08,0.07,0.15,Ban Normal
00:02:18:827,-0.03,-0.44,1.03,-0.11,0.13,0.04,Ban Normal
00:02:18:927,-0.03,-0.32,0.97,-0.08,0.08,-0.03,Ban Normal
00:02:19:028,-0.04,-0.28,1.05,-0.02,0.02,-0.12,Ban Normal
00:02:19:127,-0.01,-0.42,1.02,-0.11,-0.02,-0.21,Ban Normal
00:02:19:227,-0.03,-0.37,1.04,-0.08,-0.02,-0.22,Ban Normal
00:02:19:327,-0.05,-0.31,1.04,-0.07,0.01,-0.18,Ban Normal
00:02:19:428,-0.03,-0.33,1.02,-0.08,0.07,-0.14,Ban Normal
00:02:19:528,-0.06,-0.37,1.01,-0.04,0.07,-0.1,Ban Normal
00:02:19:628,-0.05,-0.28,0.97,-0.04,0.02,-0.1,Ban Normal
00:02:19:728,-0.04,-0.34,0.98,-0.08,-0.01,-0.11,Ban Normal
00:02:19:828,-0.03,-0.27,1.01,-0.04,0.05,-0.08,Ban Normal
00:02:19:927,-0.03,-0.34,0.96,-0.12,0.02,-0.09,Ban Normal
00:02:20:028,-0.03,-0.32,0.87,-0.08,0.01,-0.12,Ban Normal
00:02:20:128,-0.05,-0.23,1.08,-0.02,0.02,-0.15,Ban Normal
00:02:20:229,-0.01,-0.3,1.12,-0.09,0,-0.14,Ban Normal
00:02:20:327,-0.05,-0.36,1.02,-0.18,-0.03,-0.14,Ban Normal
00:02:20:428,-0.06,-0.26,0.88,-0.09,-0.12,-0.12,Ban Normal
00:02:20:527,-0.07,-0.22,0.97,0.03,-0.13,-0.14,Ban Normal
00:02:20:627,-0.02,-0.22,0.87,0.19,-0.1,-0.04,Ban Normal
00:02:20:728,-0.01,-0.2,0.97,-0.02,0,0.07,Ban Normal
00:02:20:828,-0.04,-0.16,1.18,-0.14,-0.1,0.13,Ban Normal
00:02:20:928,-0.06,-0.27,0.83,-0.22,-0.1,0.12,Ban Normal
00:02:21:028,0.04,0.1,1.18,-0.16,-0.08,0.12,Ban Normal
00:02:21:127,-0.05,0.02,1.02,0,0.02,0.18,Ban Normal
00:02:21:227,-0.05,0.01,1.05,0.01,-0.02,0.2,Ban Normal
00:02:21:328,0.03,0.14,1.21,-0.21,-0.08,0.09,Ban Normal
00:02:21:428,-0.01,-0.01,0.87,0.13,-0.1,0.04,Ban Normal
00:02:21:528,-0.02,-0.1,0.82,-0.08,-0.14,0.08,Ban Normal
00:02:21:628,-0.01,-0.27,0.91,-0.37,-0.07,0.13,Ban Normal
00:02:21:728,-0.01,-0.15,1.07,-0.51,-0.01,0.15,Ban Normal
00:02:21:828,0.04,-0.09,1.19,-0.29,0.04,0.12,Ban Normal
00:02:21:928,0,-0.02,1.13,-0.28,0.09,0.23,Ban Normal
00:02:22:028,-0.04,0.13,1.12,-0.12,0.12,0.3,Ban Normal
00:02:22:128,-0.04,-0.28,0.94,-0.1,0.31,0.33,Ban Normal
00:02:22:228,-0.04,-0.26,1.09,-0.19,0.42,0.21,Ban Normal
00:02:22:328,-0.02,0.03,1.15,-0.11,0.25,0.01,Ban Normal
00:02:22:427,-0.05,-0.17,1.05,0.01,0.31,-0.16,Ban Normal
00:02:22:528,-0.07,-0.23,0.85,0.05,0.11,-0.28,Ban Normal
00:02:22:628,-0.02,-0.07,1.1,-0.06,0.2,-0.32,Ban Normal
00:02:22:728,-0.03,-0.09,0.84,-0.05,-0.01,-0.39,Ban Normal
00:02:22:828,-0.01,-0.04,1.09,-0.04,0.08,-0.41,Ban Normal
00:02:22:928,0,-0.15,0.94,-0.02,-0.11,-0.46,Ban Normal
00:02:23:028,-0.03,-0.17,0.9,0.03,-0.19,-0.45,Ban Normal
00:02:23:128,-0.01,-0.15,1.2,-0.14,-0.1,-0.31,Ban Normal
00:02:23:228,0,0.11,1.16,-0.13,-0.11,-0.13,Ban Normal
00:02:23:328,-0.07,-0.02,1.05,-0.14,0.01,-0.07,Ban Normal
00:02:23:428,-0.09,-0.1,1.04,-0.03,0.04,-0.05,Ban Normal
00:02:23:528,-0.12,-0.28,1.04,-0.1,0.07,-0.09,Ban Normal
00:02:23:628,-0.03,-0.19,1.06,-0.18,-0.07,-0.16,Ban Normal
00:02:23:728,0.02,-0.15,1.07,-0.17,-0.1,-0.14,Ban Normal
00:02:23:828,-0.03,-0.31,0.97,-0.1,-0.13,-0.11,Ban Normal
00:02:23:928,-0.04,-0.04,0.95,0.01,-0.13,-0.04,Ban Normal
00:02:24:028,0.01,0.05,1.08,-0.03,-0.11,-0.01,Ban Normal
00:02:24:128,0.02,0.01,1.02,-0.28,-0.09,-0.04,Ban Normal
00:02:24:228,-0.06,-0.17,0.82,-0.2,-0.09,-0.04,Ban Normal
00:02:24:328,-0.05,-0.05,1.1,0.06,-0.09,0.04,Ban Normal
00:02:24:428,-0.03,-0.3,1.02,-0.07,0.05,0.02,Ban Normal
00:02:24:528,-0.02,-0.14,1.04,0,-0.11,0.01,Ban Normal
00:02:24:628,-0.01,0.02,1.22,-0.28,0,0,Ban Normal
00:02:24:728,0.03,-0.3,0.94,-0.18,-0.09,0.02,Ban Normal
00:02:24:828,-0.05,-0.21,0.91,-0.34,0,0.03,Ban Normal
00:02:24:928,0.03,-0.22,1.06,-0.26,-0.09,-0.04,Ban Normal
00:02:25:028,-0.01,-0.14,1.03,-0.05,0.06,0,Ban Normal
00:02:25:128,-0.04,-0.23,0.97,-0.22,0.03,0.06,Ban Normal
00:02:25:228,-0.1,-0.11,0.95,0.13,0.01,0.13,Ban Normal
00:02:25:328,-0.02,-0.2,1.15,-0.18,0.01,-0.04,Ban Normal
00:02:25:428,0.05,-0.1,1.05,0.06,-0.04,-0.05,Ban Normal
00:02:25:528,0.08,-0.15,1.19,-0.09,-0.02,-0.05,Ban Normal
00:02:25:628,-0.02,-0.21,1.16,0.08,0.06,0.04,Ban Normal
00:02:25:728,0.03,-0.14,1.14,-0.13,-0.08,-0.06,Ban Normal
00:02:25:828,0,-0.17,1.22,0.01,-0.02,0,Ban Normal
00:02:25:928,0.02,-0.09,0.91,-0.21,-0.15,0,Ban Normal
00:02:26:028,-0.04,-0.18,1.04,0,0.01,0.08,Ban Normal
00:02:26:128,-0.03,-0.09,0.92,-0.04,-0.09,0.04,Ban Normal
00:02:26:228,-0.07,-0.31,0.8,0.01,0.03,0.09,Ban Normal
00:02:26:328,-0.08,-0.31,1.01,-0.26,-0.02,0.03,Ban Normal
00:02:26:428,-0.05,-0.13,0.9,0.09,-0.1,0.01,Ban Normal
00:02:26:528,0.02,-0.07,1.08,-0.07,0.13,0.04,Ban Normal
00:02:26:628,-0.08,-0.11,1.31,0,0.19,0.07,Ban Normal
00:02:26:728,-0.03,-0.38,0.93,-0.15,0.09,0.04,Ban Normal
00:02:26:828,0.04,-0.2,0.81,-0.19,0.06,-0.02,Ban Normal
00:02:26:928,-0.04,-0.11,1.23,-0.16,0.09,-0.01,Ban Normal
00:02:27:028,-0.05,-0.06,1.14,0.03,0.09,-0.05,Ban Normal
00:02:27:128,0.01,-0.31,0.97,0.02,0,0,Ban Normal
00:02:27:228,-0.06,-0.09,1.17,-0.1,0.07,-0.03,Ban Normal
00:02:27:328,0.01,-0.37,0.9,-0.26,0.05,-0.08,Ban Normal
00:02:27:428,-0.1,-0.18,1.11,-0.01,-0.01,-0.05,Ban Normal
00:02:27:528,0.02,-0.37,0.86,-0.01,-0.04,-0.09,Ban Normal
00:02:27:628,-0.03,-0.16,1.07,-0.29,-0.06,-0.06,Ban Normal
00:02:27:728,-0.04,-0.16,0.91,-0.22,0.03,0,Ban Normal
00:02:27:828,-0.03,-0.05,1.01,-0.11,-0.09,0.04,Ban Normal
00:02:27:928,-0.04,-0.08,1.11,-0.05,0.12,0.03,Ban Normal
00:02:28:028,-0.03,-0.24,0.91,-0.04,0.13,0.03,Ban Normal
00:02:28:128,-0.07,-0.09,1.13,-0.12,0.13,-0.05,Ban Normal
00:02:28:228,0.02,-0.12,1.15,-0.29,-0.04,-0.07,Ban Normal
00:02:28:328,0.01,-0.26,0.97,-0.34,-0.06,-0.06,Ban Normal
00:02:28:428,0,-0.21,0.94,-0.15,0,-0.03,Ban Normal
00:02:28:528,-0.07,-0.07,0.93,0.13,0,-0.02,Ban Normal
00:02:28:628,-0.07,-0.16,1.23,-0.14,0.06,-0.04,Ban Normal
00:02:28:728,-0.07,0.01,1.14,-0.05,-0.09,-0.06,Ban Normal
00:02:28:828,-0.08,-0.04,1.13,-0.02,0.15,0,Ban Normal
00:02:28:928,-0.02,-0.4,0.92,0.02,-0.03,-0.03,Ban Normal
00:02:29:028,-0.02,-0.32,1.33,-0.39,0.05,-0.07,Ban Normal
00:02:29:128,0,-0.25,0.94,-0.29,0.02,-0.06,Ban Normal
00:02:29:228,-0.08,-0.4,0.8,-0.05,0.09,-0.04,Ban Normal
00:02:29:328,-0.03,-0.21,1.06,-0.03,-0.04,-0.07,Ban Normal
00:02:29:428,-0.09,-0.29,0.86,0.03,-0.03,-0.01,Ban Normal
00:02:29:528,-0.03,-0.31,1.17,-0.3,0.05,-0.07,Ban Normal
00:02:29:628,-0.01,-0.16,1.2,-0.14,-0.01,-0.07,Ban Normal
00:02:29:728,-0.04,-0.16,0.93,-0.01,0,-0.05,Ban Normal
00:02:29:828,-0.01,-0.3,1.06,-0.07,0,-0.08,Ban Normal
00:02:29:928,-0.01,-0.28,0.96,-0.13,-0.24,-0.09,Ban Normal
00:02:30:028,-0.05,-0.16,1.09,-0.06,-0.04,-0.03,Ban Normal
00:02:30:128,-0.01,-0.07,1.1,0.06,-0.05,-0.03,Ban Normal
00:02:30:228,-0.03,-0.15,1.28,-0.04,-0.07,-0.06,Ban Normal
00:02:30:328,-0.03,-0.11,1.13,-0.06,-0.09,-0.07,Ban Normal
00:02:30:428,-0.05,-0.13,1.08,-0.02,-0.11,-0.03,Ban Normal
00:02:30:528,-0.06,-0.09,1.23,-0.18,-0.02,0.01,Ban Normal
00:02:30:628,-0.07,-0.04,1.15,-0.13,-0.06,0.05,Ban Normal
00:02:30:728,-0.01,-0.08,1.09,-0.02,-0.04,0.08,Ban Normal
00:02:30:828,-0.03,-0.12,1.14,-0.1,0.03,0.14,Ban Normal
00:02:30:928,-0.03,-0.31,0.97,-0.06,0.09,0.11,Ban Normal
00:02:31:028,-0.07,-0.24,1.01,-0.15,0.19,0.05,Ban Normal
00:02:31:128,-0.02,0.05,0.89,0.02,0.05,0.04,Ban Normal
00:02:31:227,-0.02,-0.15,1.06,-0.09,0.14,0.03,Ban Normal
00:02:31:328,-0.01,-0.35,0.96,-0.07,0.06,0.01,Ban Normal
00:02:31:428,-0.04,-0.25,1.07,-0.09,0.09,-0.04,Ban Normal
00:02:31:528,-0.03,-0.14,1.1,-0.16,0.06,-0.08,Ban Normal
00:02:31:628,0.01,-0.29,1.06,-0.16,-0.01,-0.09,Ban Normal
00:02:31:728,-0.03,-0.16,1.04,-0.07,0.11,-0.08,Ban Normal
00:02:31:828,-0.03,-0.25,1.12,0.04,0.05,-0.09,Ban Normal
00:02:31:928,-0.04,-0.31,1.11,-0.2,-0.04,-0.06,Ban Normal
00:02:32:028,-0.01,-0.22,1.05,-0.12,-0.04,-0.05,Ban Normal
00:02:32:128,0.02,-0.24,0.86,-0.09,-0.14,-0.09,Ban Normal
00:02:32:228,-0.06,-0.13,1.06,-0.18,-0.09,-0.04,Ban Normal
00:02:32:328,0,-0.26,0.91,-0.1,-0.07,0.03,Ban Normal
00:02:32:428,-0.07,-0.2,1.13,-0.06,-0.03,0.05,Ban Normal
00:02:32:528,-0.04,-0.3,1.04,-0.09,0.1,0.07,Ban Normal
00:02:32:628,-0.02,-0.38,1.01,-0.11,0.09,0.04,Ban Normal
00:02:32:728,-0.04,-0.11,1.22,-0.14,0.19,0.02,Ban Normal
00:02:32:828,0.01,-0.35,0.96,0,0.08,-0.01,Ban Normal
00:02:32:928,-0.05,-0.18,0.92,-0.01,0.06,-0.04,Ban Normal
00:02:33:028,-0.03,-0.1,1.17,-0.21,0,-0.08,Ban Normal
00:02:33:128,-0.03,-0.22,1.02,-0.14,0.03,-0.04,Ban Normal
00:02:33:228,-0.02,-0.38,0.98,-0.19,0.12,-0.03,Ban Normal
00:02:33:328,-0.04,-0.41,1.08,-0.19,0.02,-0.05,Ban Normal
00:02:33:428,-0.05,-0.25,1.06,0.1,0.04,-0.01,Ban Normal
00:02:33:528,-0.08,-0.08,1.12,0.02,0,-0.02,Ban Normal
00:02:33:628,-0.05,-0.3,1.32,-0.41,0.08,-0.07,Ban Normal
00:02:33:728,0.02,-0.08,0.85,-0.03,-0.07,-0.03,Ban Normal
00:02:33:828,-0.03,-0.41,1.21,-0.16,0.14,-0.04,Ban Normal
00:02:33:928,-0.02,-0.35,0.93,-0.02,0,-0.02,Ban Normal
00:02:34:028,-0.04,-0.34,1.08,-0.08,0.03,-0.01,Ban Normal
00:02:34:128,-0.07,-0.24,1.01,-0.09,0.07,0.03,Ban Normal
00:02:34:228,-0.07,-0.29,1.05,0.03,0.07,0.03,Ban Normal
00:02:34:328,-0.04,-0.29,1.17,-0.08,0.09,-0.03,Ban Normal
00:02:34:428,-0.03,-0.21,1.26,0.17,0.01,-0.05,Ban Normal
00:02:34:528,-0.06,-0.28,1.27,-0.09,0.04,-0.08,Ban Normal
00:02:34:628,-0.08,-0.11,1.32,-0.13,-0.06,-0.07,Ban Normal
00:02:34:728,0,-0.36,1.33,-0.09,-0.02,-0.09,Ban Normal
00:02:34:828,-0.02,0.14,0.95,-0.14,-0.09,-0.08,Ban Normal
00:02:34:928,0,-0.31,1.33,-0.3,0.06,-0.09,Ban Normal
00:02:35:028,0.11,-0.1,0.43,-0.58,-0.34,-0.06,Ban Normal
00:02:35:128,-0.03,0.01,0.65,-0.01,0.45,0.19,Ban Normal
00:02:35:228,0.02,-0.26,0.79,0.03,-0.16,-0.06,Ban Normal
00:02:35:328,0.03,0.08,0.52,0.01,-0.13,0.02,Ban Normal
00:02:35:428,-0.09,-0.1,1.54,-0.04,-0.01,0.01,Ban Normal
00:02:35:528,-0.05,-0.23,0.91,0.04,0.08,0.12,Ban Normal
00:02:35:627,-0.03,-0.24,0.88,-0.19,0.12,0.04,Ban Normal
00:02:35:728,0.02,-0.3,1,-0.23,0.06,0.01,Ban Normal
00:02:35:828,0,-0.25,0.87,-0.09,-0.01,0.01,Ban Normal
00:02:35:928,-0.03,-0.44,0.95,-0.1,0.06,0,Ban Normal
00:02:36:028,-0.04,-0.34,1.03,-0.08,0.03,-0.06,Ban Normal
00:02:36:128,-0.06,-0.37,0.87,-0.12,0.02,-0.04,Ban Normal
00:02:36:228,-0.06,-0.4,0.95,-0.05,-0.05,-0.01,Ban Normal
00:02:36:328,0,-0.12,1.05,0.05,0.04,0.04,Ban Normal
00:02:36:428,-0.03,-0.29,1.26,-0.27,0.13,-0.01,Ban Normal
00:02:36:528,-0.04,-0.37,0.81,0.02,0.04,0,Ban Normal
00:02:36:628,-0.02,-0.25,1.27,-0.16,0.14,-0.06,Ban Normal
00:02:36:728,0.03,-0.41,0.8,-0.1,-0.15,-0.07,Ban Normal
00:02:36:828,0.01,-0.43,1.08,-0.55,0,-0.1,Ban Normal
00:02:36:928,-0.03,-0.15,0.76,0.02,-0.06,-0.02,Ban Normal
00:02:37:028,-0.06,-0.31,0.99,-0.25,0.06,-0.03,Ban Normal
00:02:37:128,0.03,-0.18,0.89,-0.05,-0.03,0,Ban Normal
00:02:37:228,-0.04,-0.22,1.16,-0.25,0.04,-0.02,Ban Normal
